id,user_type_id/id,reconcile,nocreate,code,name
l10n_nsm.a_8080,account.data_account_type_revenue,False,False,8080,artikelen
l10n_nsm.a_8081,account.data_account_type_revenue,False,False,8081,artikelen EU
l10n_nsm.a_8082,account.data_account_type_revenue,False,False,8082,artikelen niet-EU
l10n_nsm.a_8090,account.data_account_type_revenue,False,False,8090,boeken
l10n_nsm.a_8091,account.data_account_type_revenue,False,False,8091,boeken EU
l10n_nsm.a_8092,account.data_account_type_revenue,False,False,8092,boeken niet-EU
l10n_nsm.a_8100,account.data_account_type_revenue,False,False,8100,Omzet Losse Verkoop Aldipress (NL) 15-16
l10n_nsm.a_8101,account.data_account_type_revenue,False,False,8101,Omzet Losse Verkoop Aldipress (NL) 16-17
l10n_nsm.a_8110,account.data_account_type_revenue,False,False,8110,Omzet Losse Verkoop AMP (BE) 15-16
l10n_nsm.a_8111,account.data_account_type_revenue,False,False,8111,Omzet Losse Verkoop AMP (BE) 16-17
l10n_nsm.a_8120,account.data_account_type_revenue,False,False,8120,Losse verkoop btl wereld
l10n_nsm.a_8130,account.data_account_type_revenue,False,False,8130,losse verkoop overig
l10n_nsm.a_8140,account.data_account_type_revenue,False,False,8140,leesportefeuille
l10n_nsm.a_8150,account.data_account_type_revenue,False,False,8150,losse nummers
l10n_nsm.a_8160,account.data_account_type_revenue,False,False,8160,LV diversen deals
l10n_nsm.a_8200,account.data_account_type_revenue,False,False,8200,abonnementsopbrengsten NL
l10n_nsm.a_8203,account.data_account_type_revenue,False,False,8203,Abonnementsopbrengsten Belgie
l10n_nsm.a_8211,account.data_account_type_revenue,False,False,8211,acceptgiro toeslag
l10n_nsm.a_8212,account.data_account_type_revenue,False,False,8212,incasso kosten
l10n_nsm.a_8213,account.data_account_type_revenue,False,False,8213,Toeslag betaalwijze facturen
l10n_nsm.a_8250,account.data_account_type_revenue,False,False,8250,omzet produktverkopen
l10n_nsm.a_8251,account.data_account_type_revenue,False,False,8251,opbrengst productverkopen Belgie
l10n_nsm.a_8300,account.data_account_type_revenue,False,False,8300,banners/buttons
l10n_nsm.a_8301,account.data_account_type_revenue,False,False,8301,banners/buttons EU
l10n_nsm.a_8302,account.data_account_type_revenue,False,False,8302,banners/buttons niet-EU
l10n_nsm.a_8350,account.data_account_type_revenue,False,False,8350,Webshop verkopen
l10n_nsm.a_8351,account.data_account_type_revenue,False,False,8351,Webshop verkopen EU
l10n_nsm.a_8352,account.data_account_type_revenue,False,False,8352,Webshop verkopen EU niet-EU
l10n_nsm.a_8402,account.data_account_type_revenue,False,False,8402,Redactionele bijdragen
l10n_nsm.a_8403,account.data_account_type_revenue,False,False,8403,Distributie vergoedingen
l10n_nsm.a_8501,account.data_account_type_revenue,False,False,8501,Royalties boeken
l10n_nsm.a_8600,account.data_account_type_revenue,False,False,8600,voorverkoop
l10n_nsm.a_8610,account.data_account_type_revenue,False,False,8610,kaartverkoop op locatie
l10n_nsm.a_9150,account.data_account_type_expenses,False,False,9150,Reorganisatiekosten
l10n_nsm.a_9900,account.data_account_type_revenue,False,False,9900,Vpb normaal resultaat
l10n_nsm.a_9950,account.data_account_type_revenue,False,False,9950,Vpb bijzonder resultaat
l10n_nsm.a_9999,account.data_account_type_revenue,False,False,9999,Winst
l10n_nsm.a_recv,account.data_account_type_receivable,True,False,1300,Debiteuren Advertentieverkopen
l10n_nsm.a_1310,account.data_account_type_receivable,True,False,1310,Debiteuren Abonnementen
l10n_nsm.a_1320,account.data_account_type_receivable,True,False,1320,Debiteuren overig
l10n_nsm.a_1330,account.data_account_type_receivable,True,False,1330,Debiteuren Intercompany
l10n_nsm.a_1340,account.data_account_type_receivable,True,False,1340,Debiteuren barters
l10n_nsm.a_pay,account.data_account_type_payable,True,False,1500,Crediteuren
l10n_nsm.a_1510,account.data_account_type_payable,True,False,1510,Crediteuren Intercompany
l10n_nsm.a_1520,account.data_account_type_payable,True,False,1520,Crediteuren personeel
l10n_nsm.a_1540,account.data_account_type_payable,True,False,1540,Crediteuren barters
l10n_nsm.a_1000,account.data_account_type_liquidity,True,False,1000,Kas
l10n_nsm.a_1010,account.data_account_type_liquidity,False,False,1010,RABOBANK - NL60RABO0314208844 
l10n_nsm.a_1011,account.data_account_type_liquidity,False,False,1011,RABOBANK - NL87RABO0314209328
l10n_nsm.a_1012,account.data_account_type_liquidity,False,False,1012,RABOBANK - NL35RABO0310059925 
l10n_nsm.transfer_account,account.data_account_type_current_assets,TRUE,False,TA,Intermediary Transfer Account
